LandType,Price,Neighborhood,Building,Address,Sold Price,Sold Date,Beds,Bath,Living Sq Ft,Parking,Lanai,Pets,Floor,Year,List Date,Days,Condition,Tax,Maint. Fee,Elementary,Junior High,High,Flood Zone,View,Frontage,Flooring
FS,"$760,000 ",West Marina,Kaimala Marina,444 Lunalilo Home Road 321,"$765,000 ",1/20/2017,3,2.1,"1,282",2,337,Yes,2,1972,11/8/2016,10,Above Average,$181 ,$649 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Ocean","Marina,Waterfront","Ceramic Tile,Laminate,W/W Carpet"
FS,"$770,000 ",West Marina,Gateway Peninsula,205-4 Kawaihae Street A4,"$760,000 ",1/20/2017,3,2.1,"2,053",2,140,Yes,1,1972,2/16/2016,195,"Above Average,Excellent",$52 ,$730 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Ocean","Marina,Waterfront","Ceramic Tile,Hardwood,Marble/Granite"
FS,"$798,000 ",West Marina,Kalele Kai,1 Keahole Place 1313,"$780,000 ",1/20/2017,2,2,"1,427",2,683,Yes,3,1993,9/6/2016,85,Above Average,$113 ,$785 ,,,,Zone AE,City,Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$930,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 8,"$930,000 ",1/20/2017,3,2.1,"1,522",2,284,Yes,2,1969,11/23/2016,13,Excellent,$228 ,$660 ,,,,Zone AE,"Marina/Canal,Mountain","Marina,Ocean","Ceramic Tile,Laminate,W/W Carpet"
FS,"$1,295,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 361,"$1,190,000 ",1/19/2017,3,3,"1,640",2,0,Yes,1,2002,10/11/2016,65,Excellent,$503 ,$579 ,Koko Head,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Ceramic Tile,Hardwood,Marble/Granite"
FS,"$545,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2/3D,"$530,000 ",1/12/2017,2,2,"1,211",2,0,No,3,1975,10/6/2016,51,Above Average,$156 ,$724 ,,,,Zone D,Garden,,Laminate
FS,"$659,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 1408,"$660,000 ",1/12/2017,2,2,"1,238",2,90,Yes,14,1974,11/9/2016,56,Above Average,$140 ,$809 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal",Other,Hardwood
FS,"$665,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 1105,"$665,000 ",1/12/2017,2,2,"1,238",2,90,Yes,11,1974,9/30/2016,58,Excellent,$158 ,$809 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Ocean,Sunset",,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$558,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 202,"$450,000 ",1/6/2017,2,2,"1,626",2,0,Yes,2,1974,4/26/2016,255,Above Average,$163 ,"$1,155 ",Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Sunset",,"Vinyl,W/W Carpet"
FS,"$619,000 ",Hahaione-lower,Mauna Luan,521 Hahaione Street 2/18J,"$615,000 ",1/3/2017,2,2,"1,303",2,0,No,18,1975,10/24/2016,71,Excellent,$155 ,$778 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Laminate"
FS,"$825,000 ",West Marina,Kuapa Isle,237 Opihikao Way 1081,"$820,000 ",1/3/2017,4,3,"1,557",2,380,Yes,1,1970,9/28/2016,51,Above Average,$184 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone AE,Garden,Other,"Hardwood,W/W Carpet"
FS,"$835,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 50,"$865,000 ",12/30/2016,3,3.1,"1,522",3,76,Yes,1,1969,10/12/2016,79,Above Average,$240 ,$660 ,,,,Zone AE,"Garden,Marina/Canal,Mountain,Ocean,Sunrise,Sunset","Marina,Waterfront","Hardwood,W/W Carpet"
FS,"$435,000 ",Hahaione-lower,Plaza Hawaii Kai,6770 Hawaii Kai Drive 1103,"$435,000 ",12/29/2016,1,1,733,1,0,Yes,11,1974,10/17/2016,64,Excellent,$97 ,$520 ,,,,Zone D,"Coastline,Diamond Head,Marina/Canal,Mountain,Ocean",Other,Hardwood
FS,"$645,000 ",West Marina,Esplanade,500 Lunalilo Home Road 21K,"$645,000 ",12/29/2016,2,2,"1,083",2,735,Yes,1,1973,7/12/2016,91,Above Average,$130 ,$736 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain","Marina,Waterfront","Ceramic Tile,W/W Carpet"
LH,"$150,000 ",West Marina,Koko Isle,203 Koko Isle Circle 402,"$100,000 ",12/27/2016,3,2.1,"1,400",2,300,Yes,1,1968,10/14/2016,39,Average,$210 ,$547 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise",Marina,"Vinyl,W/W Carpet"
FS,"$870,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 15,"$835,000 ",12/27/2016,3,2.1,"1,332",2,0,Yes,1,1969,9/20/2016,85,Above Average,$241 ,$660 ,,,,Zone AE,"Marina/Canal,Ocean,Sunset",Waterfront,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$599,000 ",West Marina,Lalea At Hawaii Kai ,7196 Hawaii Kai Drive 253,"$599,000 ",12/23/2016,2,1,850,2,0,Yes,2,1999,11/3/2016,50,Excellent,$153 ,$317 ,,,,Zone D,"Mountain,Sunrise",Other,Laminate
FS,"$540,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 6101,"$523,000 ",12/22/2016,1,1,904,2,125,Yes,1,2004,10/27/2016,48,Excellent,$128 ,$560 ,,,,Zone AE,None,Ocean,"Ceramic Tile,W/W Carpet"
FS,"$635,000 ",West Marina,Lalea At Hawaii Kai ,7110 Hawaii Kai Drive 47,"$635,000 ",12/22/2016,2,2,908,2,400,Yes,1,1997,11/1/2016,10,Excellent,$150 ,$363 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$1,025,000 ",West Marina,Gateway Peninsula,209 Kawaihae Street C1,"$1,025,000 ",12/22/2016,3,2.1,"1,850",2,562,Yes,1,1972,8/15/2016,130,Excellent,$589 ,$705 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Coastline,Garden,Marina/Canal,Mountain,Ocean","Marina,Waterfront","Ceramic Tile,Marble/Granite,W/W Carpet"
FS,"$925,000 ",West Marina,Kalele Kai,1 Keahole Place 3202,"$925,000 ",12/20/2016,3,2.1,"1,998",2,589,Yes,2,1993,7/29/2016,125,Above Average,$287 ,"$1,016 ",Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Marina,"Ceramic Tile,Hardwood"
LH,"$480,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive C24,"$480,000 ",12/16/2016,3,2,"1,406",2,87,Yes,2,1988,10/17/2016,52,Excellent,$234 ,$644 ,,,,Zone D,"Marina/Canal,Mountain",Marina,"Laminate,Marble/Granite,W/W Carpet"
FS,"$750,000 ",West Marina,Mt Terrace,250 Kawaihae Street 4F,"$685,000 ",12/16/2016,2,2,"1,644",2,0,No,4,1974,8/14/2016,118,Excellent,$155 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone AE,"City,Coastline,Marina/Canal,Mountain,Ocean,Sunrise",,"Marble/Granite,W/W Carpet"
FS,"$489,000 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/20G,"$477,000 ",12/15/2016,1,1,804,2,0,No,20,1975,9/26/2016,34,Above Average,$61 ,$513 ,,,,Zone D,"Coastline,Garden,Marina/Canal,Ocean",Other,"Hardwood,Vinyl"
FS,"$590,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7225,"$577,000 ",12/15/2016,2,2,"1,287",2,104,Yes,2,2005,8/1/2016,133,Excellent,$185 ,$770 ,Koko Head,Niu Valley,Kaiser,Zone D,"Garden,Mountain,Sunrise",,"Vinyl,W/W Carpet"
FS,"$620,000 ",Hahaione-lower,Mariners Village 1,574 Hahaione Street 4A,"$620,000 ",12/9/2016,3,2.1,"1,471",2,285,No,2,1971,10/13/2016,47,Excellent,$158 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Other,"Ceramic Tile,Laminate"
FS,"$439,000 ",Hahaione-lower,Mauna Luan,,"$435,000 ",12/7/2016,1,1.1,833,1,0,No,17,1975,12/5/2016,0,Average,$127 ,$479 ,,,,Zone D,"Coastline,Garden,Marina/Canal,Mountain",Other,W/W Carpet
LH,"$485,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive D23,"$462,000 ",12/7/2016,2,2,"1,146",2,64,Yes,2,1988,9/21/2016,68,Above Average,$203 ,$525 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Marble/Granite,W/W Carpet"
FS,"$935,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 60,"$935,000 ",12/6/2016,2,2.1,"1,517",2,426,Yes,2,1969,7/12/2016,147,"Above Average,Excellent",$238 ,$660 ,,,,Zone AE,"Marina/Canal,Ocean,Sunset","Marina,Ocean,Waterfront","Hardwood,Marble/Granite,Other,W/W Carpet"
FS,"$698,888 ",West Marina,Lalea At Hawaii Kai ,7130 Hawaii Kai Drive 119,"$698,888 ",12/5/2016,3,2.1,"1,075",2,250,No,1,1997,9/12/2016,84,Above Average,$162 ,$401 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$545,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1110,"$537,500 ",12/2/2016,2,2,"1,040",2,105,No,11,1974,10/19/2016,6,Excellent,$146 ,$583 ,Hahaione,Niu Valley,Kaiser,Zone D,"City,Coastline,Garden,Marina/Canal,Ocean",Other,"Laminate,W/W Carpet"
FS,"$508,000 ",Hahaione-lower,Commodore,555 Hahaione Street 2B,"$485,000 ",12/1/2016,2,2,"1,238",2,77,Yes,2,1982,5/19/2016,172,Excellent,$87 ,"$1,092 ",Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",Other,"Ceramic Tile,W/W Carpet"
FS,"$779,000 ",West Marina,Moorings,6370 Hawaii Kai Drive 12,"$785,000 ",11/28/2016,3,2.1,"1,332",2,0,Yes,2,1969,11/2/2016,20,Above Average,$174 ,$660 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise","Marina,Stream/Canal,Waterfront","Ceramic Tile,Laminate,Vinyl,W/W Carpet"
FS,"$650,000 ",West Marina,Nanea Kai,7018 Hawaii Kai Drive 604,"$640,000 ",11/25/2016,2,2.1,"1,179",2,116,Yes,1,2003,8/17/2016,90,Excellent,$153 ,$367 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,Other,"Laminate,Marble/Granite,W/W Carpet"
FS,"$460,000 ",Hahaione-lower,Commodore,555 Hahaione Street 1B,"$457,000 ",11/23/2016,2,2,"1,238",2,77,Yes,1,1982,4/20/2016,217,Above Average,$122 ,"$1,141 ",,Niu Valley,,Zone D,Garden,Other,W/W Carpet
FS,"$500,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7213,"$480,000 ",11/23/2016,1,1,893,2,86,Yes,3,2004,3/7/2016,210,Average,$125 ,$554 ,,,,Zone AE,None,Marina,"Other,W/W Carpet"
FS,"$1,150,000 ",West Marina,Kuapa Isle,441 Opihikao Place 172,"$1,090,000 ",11/23/2016,4,3,"1,960",2,0,Yes,1,1970,8/25/2016,90,"Above Average,Excellent",$253 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise",Marina,"Ceramic Tile,W/W Carpet"
FS,"$615,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8117,"$615,000 ",11/22/2016,2,2,"1,269",2,109,Yes,2,2004,8/9/2016,105,"Above Average,Excellent",$144 ,$753 ,Koko Head,Niu Valley,Kaiser,Zone AE,Garden,Marina,"Ceramic Tile,Laminate"
FS,"$825,000 ",West Marina,Mt Terrace,250 Kawaihae Street 21F,"$780,000 ",11/18/2016,2,2,"1,644",2,0,No,21,1974,7/15/2016,126,Excellent,$182 ,"$1,265 ",,,,Zone AE,"City,Coastline,Marina/Canal,Mountain,Ocean,Sunrise",,Other
FS,"$775,000 ",West Marina,Kalele Kai,1 Keahole Place 1203,"$765,000 ",11/17/2016,2,2,"1,427",2,265,Yes,2,1993,7/18/2016,122,Excellent,$207 ,$785 ,,,,Zone D,"Marina/Canal,Mountain",,Ceramic Tile
FS,"$680,000 ",West Marina,Marina Palms,6218 Kawaihae Street 125,"$650,000 ",11/16/2016,3,2,"1,006",2,0,Yes,1,1966,9/8/2016,69,Above Average,$83 ,$681 ,Hahaione,Niu Valley,Kaiser,Zone AE,Garden,,Laminate
FS,"$615,000 ",Hahaione-lower,Mariners Village 1,594 Hahaione Street 7D,"$621,000 ",11/10/2016,4,2.1,"1,544",2,173,No,1,1971,9/15/2016,56,Average,$132 ,$615 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,"Other,Vinyl,W/W Carpet"
FS,"$825,000 ",West Marina,Colony Marina,6230 Keokea Place D101,"$775,000 ",11/10/2016,4,2.1,"1,914",2,286,Yes,1,1969,4/5/2016,219,Above Average,$225 ,$599 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain",Marina,"Ceramic Tile,Laminate,Marble/Granite"
FS,"$438,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 212,"$440,000 ",11/4/2016,1,1,706,1,81,No,2,1974,9/12/2016,53,"Above Average,Excellent",$103 ,$435 ,Hahaione,Niu Valley,Kaiser,Zone D,"Garden,Mountain",,W/W Carpet
FS,"$585,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8103,"$585,000 ",10/28/2016,2,2,"1,269",2,184,Yes,1,2004,5/9/2016,121,Above Average,$169 ,$763 ,,,,Zone D,City,,"Ceramic Tile,W/W Carpet"
FS,"$615,000 ",West Marina,Lalea At Hawaii Kai ,7116 Hawaii Kai Drive 59,"$622,300 ",10/28/2016,2,2,947,2,0,Yes,2,1996,9/8/2016,50,Excellent,$142 ,$353 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,Other,"Laminate,Vinyl,W/W Carpet"
FS,"$778,000 ",West Marina,Mt Terrace,250 Kawaihae Street 9D,"$767,000 ",10/28/2016,2,2,"1,621",2,0,No,9,1974,8/15/2016,74,Excellent,$204 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Ocean,Sunrise",Other,"Ceramic Tile,Laminate"
FS,"$699,000 ",Hahaione-lower,Naniwa Gardens,6750 Hawaii Kai Drive 701,"$665,000 ",10/25/2016,2,2,"1,238",2,90,Yes,7,1974,6/8/2016,123,Excellent,$121 ,$808 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Marina/Canal,Mountain,Ocean",Other,"Ceramic Tile,Hardwood"
FS,"$499,999 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8428,"$490,000 ",10/21/2016,1,1,904,2,86,Yes,5,2004,3/3/2016,232,Excellent,$91 ,$556 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise",Marina,"Ceramic Tile,W/W Carpet"
FS,"$558,000 ",Hahaione-lower,Heritage House Hawai,6710 Hawaii Kai Drive 1414,"$552,000 ",10/21/2016,2,2,"1,208",2,91,No,14,1974,4/15/2016,189,Average,$126 ,$729 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean,Sunset",Other,"Ceramic Tile,W/W Carpet"
FS,"$865,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive J11,"$870,000 ",10/20/2016,3,2,"1,296",2,140,Yes,1,1988,8/27/2016,54,Excellent,$224 ,$594 ,,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Ceramic Tile,Hardwood,Laminate"
FS,"$430,000 ",Hahaione-lower,Commodore,555 Hahaione Street 7D,"$428,000 ",10/14/2016,1,2,"1,019",2,62,Yes,7,1982,9/5/2016,14,Average,$124 ,$946 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Mountain,Ocean",,W/W Carpet
FS,"$595,000 ",Mariners Valley,Mariners Village 3,1122 Kumukumu Street C,"$600,000 ",10/14/2016,3,2.1,"1,356",2,220,Yes,1,1973,8/25/2016,53,"Above Average,Excellent",$149 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,Other,"Ceramic Tile,W/W Carpet"
FS,"$460,000 ",Hahaione-lower,Mariners Village 2,575 Hahaione Street D101,"$460,000 ",10/13/2016,2,2,"1,095",2,0,Yes,1,1972,8/9/2016,65,Average,$104 ,$789 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,,Laminate
LH,"$480,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive E12,"$455,000 ",10/12/2016,2,2,"1,012",2,68,Yes,1,1988,6/24/2016,110,Above Average,$159 ,$463 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Marina/Canal,Mountain","Marina,Stream/Canal,Waterfront","Ceramic Tile,Laminate,W/W Carpet"
FS,"$699,000 ",West Marina,Hawaii Kai Cp Lot5 F,257 Kawaihae Street L,"$675,000 ",10/7/2016,2,1,"1,362",1,228,No,1,1964,6/15/2016,107,Above Average,$122 ,$300 ,Hahaione,Niu Valley,Kaiser,Zone AE,Garden,Marina,"Ceramic Tile,Laminate,W/W Carpet"
LH,"$450,000 ",West Marina,Mawaena Kai 1-2-3,7007 Hawaii Kai Drive J25,"$450,000 ",10/6/2016,2,2,"1,146",2,64,Yes,2,1988,7/18/2016,80,Above Average,$168 ,$492 ,Hahaione,Niu Valley,Kaiser,Zone AE,Marina/Canal,Marina,Hardwood
FS,"$659,000 ",West Marina,Kawaihae Crescent We,300C Kawaihae Street 300C,"$650,000 ",10/5/2016,3,2.1,"1,479",2,0,Yes,1,1973,8/8/2016,58,Excellent,$126 ,$600 ,,,,Zone D,Mountain,,"Ceramic Tile,W/W Carpet"
FS,"$645,000 ",West Marina,Hawaii Kai Cp Lot5 F,6206 Milolii Place J,"$637,500 ",10/4/2016,2,2,"1,165",1,0,No,1,1964,8/10/2016,48,Above Average,$133 ,$300 ,Hahaione,Niu Valley,Kaiser,Zone AE,None,,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$828,000 ",West Marina,Koko Isle,402 Koko Isle Circle 1801,"$828,000 ",9/30/2016,3,2,"1,598",2,300,Yes,1,1968,8/5/2016,24,Excellent,$188 ,$780 ,Koko Head,Niu Valley,Kaiser,Zone AE,Mountain,"Marina,Other","Other,W/W Carpet"
FS,"$428,000 ",Hahaione-lower,Commodore,555 Hahaione Street 5E,"$420,000 ",9/28/2016,1,2,"1,019",2,62,Yes,5,1982,6/9/2016,196,Above Average,$94 ,$946 ,Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Garden,Mountain,Sunset",Other,"Ceramic Tile,Other"
FS,"$588,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 8411,"$580,000 ",9/28/2016,2,2,"1,287",2,109,Yes,4,2004,1/25/2016,237,Fair,$170 ,$763 ,Koko Head,Niu Valley,Kaiser,Zone D,"Mountain,Sunrise",,"Ceramic Tile,W/W Carpet"
FS,"$615,000 ",Mariners Valley,Mariners Village 3,1061 Kolokolo Street B,"$615,000 ",9/28/2016,3,1.1,"1,134",2,234,Yes,2,1973,7/21/2016,63,Excellent,$142 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,None,,"Ceramic Tile,Laminate,Other"
FS,"$749,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 6108,"$740,000 ",9/26/2016,3,2,"1,457",2,126,Yes,1,2004,6/6/2016,98,Excellent,$175 ,$525 ,Koko Head,Niu Valley,Kaiser,Zone AE,Marina/Canal,,"Ceramic Tile,Hardwood,Other,W/W Carpet"
FS,"$488,000 ",West Marina,Esplanade,500 Lunalilo Home Road 33E,"$490,000 ",9/23/2016,1,1,862,1,0,Yes,3,1973,6/30/2016,85,Excellent,$130 ,$469 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Mountain,Sunset",,"Ceramic Tile,Laminate"
FS,"$749,000 ",West Marina,Moana Kai,7012 Hawaii Kai Drive 702,"$768,000 ",9/23/2016,3,2.1,"1,515",2,180,Yes,1,2005,7/12/2016,73,Excellent,$177 ,$407 ,Hahaione,Niu Valley,Kaiser,Zone D,Mountain,Ocean,Other
FS,"$980,000 ",West Marina,Peninsula At Hawaii ,520 Lunalilo Home Road 318,"$970,000 ",9/23/2016,3,2.1,"1,464",2,285,Yes,2,2002,8/4/2016,50,Excellent,$262 ,$534 ,Koko Head,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain",Marina,"Hardwood,W/W Carpet"
FS,"$555,000 ",Hahaione-lower,Mauna Luan,531 Hahaione Street 2C,"$550,000 ",9/22/2016,2,2,"1,211",2,0,No,2,1975,4/9/2016,124,Excellent,$166 ,$697 ,,,,Zone D,Garden,Other,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$633,000 ",West Marina,Kaluanui,7238 Hawaii Kai Drive C,"$615,000 ",9/21/2016,2,2.1,952,2,0,Yes,2,2001,6/7/2016,106,"Above Average,Excellent",$161 ,$423 ,Hahaione,Niu Valley,Kaiser,Zone D,"Marina/Canal,Mountain",Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$710,000 ",West Marina,Gateway Peninsula,213 Kawaihae Street E-3,"$700,000 ",9/21/2016,3,2.1,"1,752",2,0,Yes,1,1972,11/16/2015,310,Above Average,$212 ,$729 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Garden,Mountain",,"Laminate,Vinyl,W/W Carpet"
FS,"$1,099,000 ",West Marina,Koko Isle,117 Koko Isle Circle 117,"$1,057,000 ",9/21/2016,3,2.1,"1,582",2,200,Yes,2,1968,7/2/2016,81,Excellent,$212 ,$780 ,Koko Head,Niu Valley,Kaiser,Zone AE,Marina/Canal,Marina,"Ceramic Tile,W/W Carpet"
FS,"$495,000 ",West Marina,Esplanade,500 Lunalilo Home Road 43C,"$492,500 ",9/20/2016,1,1,762,1,112,Yes,3,1973,7/15/2016,67,Excellent,$127 ,$469 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Mountain,Sunrise",,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$507,000 ",Hahaione-lower,Commodore,555 Hahaione Street 5B,"$495,000 ",9/20/2016,2,2,"1,238",2,77,Yes,5,1982,7/26/2016,55,Above Average,$88 ,"$1,100 ",Hahaione,Niu Valley,Kaiser,Zone D,"City,Coastline,Mountain,Ocean,Sunset",Other,"Ceramic Tile,Hardwood"
FS,"$509,000 ",Hahaione-lower,Commodore,555 Hahaione Street 12C,"$500,000 ",9/19/2016,2,2,"1,238",2,77,Yes,12,1982,4/16/2016,132,Excellent,$133 ,"$1,092 ",Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",Other,Laminate
FS,"$738,000 ",West Marina,Esplanade,500 Lunalilo Home Road 23G,"$708,000 ",9/16/2016,2,2,"1,083",2,119,Yes,2,1973,6/27/2016,65,Excellent,$142 ,$736 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Coastline,Diamond Head,Garden,Marina/Canal,Mountain,Ocean,Sunset","Marina,Waterfront",Ceramic Tile
FS,"$835,000 ",West Marina,Mt Terrace,250 Kawaihae Street 20B,"$810,000 ",9/16/2016,2,2,"1,644",2,0,No,20,1974,8/7/2016,40,Excellent,$212 ,"$1,265 ",Hahaione,Niu Valley,Kaiser,Zone AE,"City,Coastline,Diamond Head,Garden,Marina/Canal,Mountain,Ocean,Sunset",Other,"Ceramic Tile,Marble/Granite,W/W Carpet"
FS,"$449,950 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/6G,"$447,000 ",9/15/2016,1,1,804,1,0,No,6,1975,6/16/2016,91,Above Average,$107 ,$462 ,Hahaione,Niu Valley,Kaiser,Zone D,Garden,Other,"Ceramic Tile,Laminate,W/W Carpet"
FS,"$625,000 ",Mariners Valley,Mariners Village 3,1054 Awawamalu Street B,"$625,000 ",9/15/2016,3,1.1,"1,134",2,0,Yes,2,1972,6/22/2016,26,Excellent,$157 ,$457 ,,,,Zone D,Mountain,,"Laminate,W/W Carpet"
FS,"$645,000 ",West Marina,Kawaihae Crescent We,400E Kawaihae Street 400E,"$640,000 ",9/15/2016,3,2.1,"1,479",2,0,Yes,2,1973,7/20/2016,22,Excellent,$139 ,$600 ,Hahaione,Niu Valley,Kaiser,Zone D,None,,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$999,999 ",West Marina,Gateway Peninsula,207 Kawaihae Street 3,"$968,000 ",9/15/2016,3,2.1,"1,742",2,160,Yes,2,1972,6/14/2016,93,Excellent,$233 ,$671 ,Hahaione,Niu Valley,Kaiser,Zone AE,"Coastline,Marina/Canal,Mountain,Ocean","Marina,Waterfront","Ceramic Tile,Laminate,Marble/Granite,Other"
FS,"$1,380,000 ",West Marina,Kalele Kai,1 Keahole Place 3113,"$1,325,000 ",9/15/2016,3,2.1,"1,998",2,589,Yes,1,1993,6/28/2016,79,Excellent,$630 ,"$1,099 ",Hahaione,Niu Valley,Kaiser,Zone AE,"Garden,Marina/Canal,Mountain,Sunrise","Marina,Waterfront","Marble/Granite,W/W Carpet"
FS,"$649,000 ",Mariners Valley,Mariners Village 3,1030 A Awawamalu Street A,"$655,000 ",9/13/2016,4,2,"1,329",2,336,Yes,2,1971,7/15/2016,60,Excellent,$126 ,$457 ,Kamiloiki,Niu Valley,Kaiser,Zone D,Mountain,Other,"Ceramic Tile,W/W Carpet"
FS,"$559,000 ",Hahaione-lower,Commodore,555 Hahaione Street 14A,"$545,000 ",9/12/2016,2,2,"1,475",3,77,Yes,14,1982,5/10/2016,90,Excellent,$110 ,"$1,232 ",Hahaione,Niu Valley,Kaiser,Zone D,"Coastline,Marina/Canal,Mountain,Ocean",,"Ceramic Tile,Hardwood,W/W Carpet"
FS,"$665,000 ",West Marina,Esplanade,500 Lunalilo Home Road 22B,"$665,000 ",9/8/2016,2,2,"1,083",2,119,Yes,2,1973,6/29/2016,71,Excellent,$177 ,$736 ,,,,Zone AE,"Garden,Marina/Canal,Mountain",Marina,"Ceramic Tile,Marble/Granite,W/W Carpet"
FS,"$518,000 ",West Marina,Colony At The Penins,520 Lunalilo Home Road 7116,"$511,500 ",9/7/2016,1,1,893,2,86,Yes,1,2004,4/29/2016,91,Excellent,$130 ,$554 ,Koko Head,Niu Valley,Kaiser,Zone AE,"Garden,Mountain",,"Vinyl,W/W Carpet"
FS,"$795,000 ",West Marina,Koko Isle,618 Koko Isle Circle 2004,"$777,000 ",9/7/2016,3,2.1,"1,400",2,600,Yes,2,1968,4/19/2016,141,Above Average,$162 ,$760 ,,,,Zone AE,"Garden,Marina/Canal",Conservation,"Ceramic Tile,W/W Carpet"
FS,"$524,700 ",Hahaione-lower,Mauna Luan,501 Hahaione Street 1/9D,"$523,844 ",9/1/2016,2,1.1,"1,211",2,0,No,9,1975,8/1/2016,9,Average,$322 ,$697 ,,,,Zone D,Mountain,,"Vinyl,W/W Carpet"
